,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,DATE,company_name
BR UN Equity.6,-42700000,-29200000,-33800000,-38200000,-40300000,-50300000,-57700000,-85400000,-76700000,-50600000,-62700000,-33900000,NET_CAP_EXP,BR UN Equity
KMB UN Equity,19746000000,20846000000,19467000000,19561000000,19724000000,18591000000,18287000000,18348000000,18486000000,18450000000,19140000000,19440000000,SALES_REV_TURN,KMB UN Equity
KMB UN Equity.1,18.16064013,16.94809556,16.61272923,19.25259445,17.15169337,12.68893551,22.35467819,22.24765642,16.82895164,22.09756098,22.03761755,17.99897119,EBITDA_TO_REVENUE,KMB UN Equity
KMB UN Equity.2,30.90196078,30.23362345,31.27962085,31.3517607,37.96008869,31.31086142,30.64140911,25.94450017,25.97904026,21.73584906,23.07167235,21.52808989,EFF_TAX_RATE,KMB UN Equity
KMB UN Equity.3,813000000,1091000000,857000000,863000000,862000000,746000000,705000000,724000000,882000000,917000000,796000000,766000000,CF_DEPR_AMORT,KMB UN Equity
KMB UN Equity.4,49000000,-104000000,-388000000,204000000,-1369000000,-256000000,192000000,84000000,-848000000,-367000000,593000000,85000000,CHNG_WORK_CAP,KMB UN Equity
KMB UN Equity.5,4.882001418,4.643576705,5.614629886,4.871939062,5.26769418,5.680167823,4.216109805,4.278395465,4.744130693,6.552845528,6.358411703,5.180041152,CAP_EXPEND_TO_SALES,KMB UN Equity
KMB UN Equity.6,-955000000,-917000000,-1084000000,-824000000,-1039000000,-1056000000,-771000000,-782000000,-826000000,-967000000,-1186000000,-964000000,NET_CAP_EXP,KMB UN Equity
KIM UN Equity,836211000,821750000,800877000,865831000,993897000,1166769000,1170792000,1200834000,1164762000,1158884000,1057893000,1364585000,SALES_REV_TURN,KIM UN Equity
KIM UN Equity.1,58.2247782,60.38235473,62.82637658,59.09063085,58.69904024,58.97474136,63.97088467,58.15041879,56.9168637,59.44322296,59.12261448,58.6553421,EBITDA_TO_REVENUE,KIM UN Equity
KIM UN Equity.3,247637000,251139000,262742000,257855000,273093000,344527000,355320000,360811000,310380000,277879000,288955000,395320000,CF_DEPR_AMORT,KIM UN Equity
KIM UN Equity.5,28.34033515,47.23492546,69.99751522,56.09882298,52.45805149,72.47321449,35.8450519,44.2681503,46.1368932,39.55831645,4.243529355,58.34711652,CAP_EXPEND_TO_SALES,KIM UN Equity
KIM UN Equity.6,40451000,-139131000,-77335000,-69726000,113047000,-368009000,-99001000,-294427000,238473000,-112396000,-9848000,-445493000,NET_CAP_EXP,KIM UN Equity
ORCL UN Equity,26820000000,35622000000,37121000000,37180000000,38275000000,38226000000,37047000000,37728000000,39383000000,39506000000,39068000000,40479000000,SALES_REV_TURN,ORCL UN Equity
ORCL UN Equity.1,42.25577927,41.62876874,44.77788853,47.37762238,46.15806662,43.77125517,40.79412638,40.18500848,40.75108549,41.64936972,44.65803215,46.36972257,EBITDA_TO_REVENUE,ORCL UN Equity
ORCL UN Equity.3,2271000000,2796000000,2916000000,2931000000,2908000000,2861000000,2509000000,2451000000,2785000000,2919000000,2968000000,2916000000,CF_DEPR_AMORT,ORCL UN Equity
ORCL UN Equity.4,2881000000,12669000000,-347000000,4185000000,4919000000,13575000000,-209000000,3232000000,6698000000,-29279000000,7184000000,-3537000000,CHNG_WORK_CAP,ORCL UN Equity
ORCL UN Equity.5,0.857568978,1.263264275,1.745642628,1.748251748,1.515349445,3.638884529,3.209436662,5.356764207,4.407993297,4.201893383,4.003276339,5.274339781,CAP_EXPEND_TO_SALES,ORCL UN Equity
ORCL UN Equity.6,-230000000,-345000000,-648000000,-650000000,-580000000,-1391000000,-1189000000,-2021000000,-1736000000,-1660000000,-1564000000,-2135000000,NET_CAP_EXP,ORCL UN Equity
KR UN Equity,76609000000,82049000000,90374000000,96619000000,98375000000,108465000000,109830000000,115337000000,123280000000,121852000000,122286000000,132498000000,SALES_REV_TURN,KR UN Equity
KR UN Equity.1,3.414742393,4.6094407,3.226591719,4.570529606,4.501143583,4.688148251,5.15797141,5.007933274,4.094743673,4.168171224,4.729895491,4.831016317,EBITDA_TO_REVENUE,KR UN Equity
KR UN Equity.3,1525000000,1600000000,1638000000,1652000000,1703000000,1948000000,2089000000,2340000000,2436000000,2465000000,2649000000,2747000000,CF_DEPR_AMORT,KR UN Equity
KR UN Equity.4,150000000,-205000000,-1331000000,-1322000000,1227000000,-606000000,-598000000,559000000,-560000000,-391000000,118000000,490000000,CHNG_WORK_CAP,KR UN Equity
KR UN Equity.5,2.998342231,2.338846299,2.100161551,2.134155808,2.368487929,2.610058544,3.049257944,3.207123473,2.278552888,2.434921052,2.557937949,2.162296789,CAP_EXPEND_TO_SALES,KR UN Equity
KR UN Equity.6,-2277000000,-1864000000,-1847000000,-2013000000,-2306000000,-2794000000,-3304000000,-3567000000,-2671000000,-2882000000,-2855000000,-2700000000,NET_CAP_EXP,KR UN Equity
LEN UN Equity,3074022000,3095385000,4105132000,5935095000,7779812000,9474008000,10949999000,12646365000,20571631000,22259561000,22488854000,27130676000,SALES_REV_TURN,LEN UN Equity
LEN UN Equity.1,4.485556707,4.03739761,8.388938529,12.06695091,12.34708499,11.92401357,11.98705132,11.11243428,10.81518038,11.52392448,14.66983155,19.46259282,EBITDA_TO_REVENUE,LEN UN Equity
LEN UN Equity.3,13520000,21500000,28081000,30349000,38542000,43666000,50219000,66324000,91181000,92200000,94553000,85954000,CF_DEPR_AMORT,LEN UN Equity
LEN UN Equity.4,1107615000,-351396000,571988000,813965000,1624436000,903976000,722792000,2282634000,5334624000,702518000,115985000,1822151000,CHNG_WORK_CAP,LEN UN Equity
LEN UN Equity.5,0.164670259,0.320993996,0.068743222,0.136914405,0.290482598,0.964269821,0.698073123,0.883834999,0.634072233,0.388583584,0.323502478,0.240215172,CAP_EXPEND_TO_SALES,LEN UN Equity
LEN UN Equity.6,-5062000,-9936000,-2822000,132438000,21338000,-17623000,-51151000,-47837000,-77584000,-7190000,-38818000,-23621000,NET_CAP_EXP,LEN UN Equity
LLY UN Equity,23076000000,24286500000,22603400000,23113100000,19615600000,19958700000,21222100000,22871300000,21493300000,22319500000,24539800000,28318400000,SALES_REV_TURN,LLY UN Equity
LLY UN Equity.1,34.05442884,28.41949231,27.41357495,29.48976987,20.5897347,20.62809702,23.35018683,15.14649364,23.93071329,27.80931472,30.08133726,27.91365331,EBITDA_TO_REVENUE,LLY UN Equity
LLY UN Equity.2,22.30889475,18.72698383,24.39998521,20.45234578,20.3246342,13.67741935,18.861885,109.2882497,14.38819597,11.92578667,14.33214844,9.321744781,EFF_TAX_RATE,LLY UN Equity
LLY UN Equity.3,1328200000,1373600000,1462200000,1445600000,1379000000,1427700000,1496600000,1567300000,1609000000,1232600000,1323900000,1547600000,CF_DEPR_AMORT,LLY UN Equity
LLY UN Equity.4,1820200000,-2421300000,-668100000,-461100000,-2000800000,2156700000,-229200000,551400000,3995300000,-6727100000,3046100000,-1580800000,CHNG_WORK_CAP,LLY UN Equity
LLY UN Equity.5,3.008753683,2.766969304,4.005592079,4.378902008,5.926915312,5.342031295,4.886415576,4.708083931,5.632452904,4.632272228,5.655710315,4.625261314,CAP_EXPEND_TO_SALES,LLY UN Equity
LLY UN Equity.6,-669700000,-646700000,-883400000,-832700000,-1147300000,-973600000,-963600000,-1036100000,-1210600000,-679100000,-1387900000,-1309800000,NET_CAP_EXP,LLY UN Equity
BBWI UN Equity,8632000000,9613000000,10364000000,10459000000,10773000000,11454000000,12154000000,12574000000,12632000000,13237000000,12914000000,6434000000,SALES_REV_TURN,BBWI UN Equity
BBWI UN Equity.1,14.60843373,17.45552897,15.71786955,18.75896357,19.95730066,20.87480356,21.79529373,20.0493081,18.19981001,13.80222105,12.50580765,36.4936276,EBITDA_TO_REVENUE,BBWI UN Equity
BBWI UN Equity.3,393000000,394000000,391000000,389000000,407000000,438000000,457000000,518000000,571000000,590000000,588000000,521000000,CF_DEPR_AMORT,BBWI UN Equity
BBWI UN Equity.4,316000000,-840000000,-246000000,-175000000,657000000,196000000,761000000,-830000000,-189000000,12000000,-401000000,1880000000,CHNG_WORK_CAP,BBWI UN Equity
BBWI UN Equity.5,2.34012975,2.850306876,4.110382092,5.621952386,6.414183607,6.242360747,5.981569854,7.873389534,5.59689677,4.751831986,3.54653864,3.543674231,CAP_EXPEND_TO_SALES,BBWI UN Equity
BBWI UN Equity.6,-202000000,-274000000,-426000000,-577000000,-691000000,-715000000,-531000000,-937000000,-707000000,-629000000,-458000000,-228000000,NET_CAP_EXP,BBWI UN Equity
CHTR UW Equity,7059000000,7204000000,7504000000,8155000000,9108000000,9754000000,29003000000,41581000000,43634000000,45764000000,48097000000,51682000000,SALES_REV_TURN,CHTR UW Equity
CHTR UW Equity.1,36.09576427,36.54913937,35.02132196,33.88105457,33.73956961,33.20688948,32.28286729,35.33825545,35.61213732,36.50904641,38.283053,39.07356526,EBITDA_TO_REVENUE,CHTR UW Equity
CHTR UW Equity.3,1524000000,1592000000,1713000000,1854000000,2102000000,2125000000,6907000000,10588000000,10318000000,9926000000,9704000000,9345000000,CF_DEPR_AMORT,CHTR UW Equity
CHTR UW Equity.4,-796000000,-107000000,-91000000,-254000000,-145000000,-337000000,-4645000000,-2263000000,-830000000,3451000000,-52000000,-2926000000,CHNG_WORK_CAP,CHTR UW Equity
CHTR UW Equity.5,17.12707182,18.19822321,23.25426439,22.37890865,24.38515591,18.86405577,18.36016964,20.87732378,20.9125911,15.72196486,15.41676196,14.7730351,CAP_EXPEND_TO_SALES,CHTR UW Equity
CHTR UW Equity.6,-1209000000,-1311000000,-1745000000,-1825000000,-2221000000,-1840000000,-5325000000,-8681000000,-9125000000,-7195000000,-7415000000,-7635000000,NET_CAP_EXP,CHTR UW Equity
LNC UN Equity,10407000000,10641000000,11535000000,11969000000,13554000000,13572000000,13330000000,14257000000,16424000000,17258000000,17439000000,19230000000,SALES_REV_TURN,LNC UN Equity
L UN Equity,14615000000,14129000000,14072000000,14613000000,14325000000,13415000000,13105000000,13735000000,14066000000,14931000000,12583000000,14657000000,SALES_REV_TURN,L UN Equity
L UN Equity.3,816000000,833000000,905000000,871000000,899000000,955000000,841000000,874000000,912000000,943000000,734000000,515000000,CF_DEPR_AMORT,L UN Equity
L UN Equity.5,6.274375641,9.448651709,9.984366117,11.88667625,19.21815009,11.59150205,11.06447921,7.506370586,7.073794967,6.972071529,5.642533577,3.288531077,CAP_EXPEND_TO_SALES,L UN Equity
L UN Equity.6,-112000000,-1113000000,-1184000000,-1555000000,-1722000000,-1522000000,-1120000000,-952000000,-882000000,-901000000,-645000000,-402000000,NET_CAP_EXP,L UN Equity
LOW UN Equity,47220000000,48815000000,50208000000,50521000000,53417000000,56223000000,59074000000,65017000000,68619000000,71309000000,72148000000,89597000000,SALES_REV_TURN,LOW UN Equity
LOW UN Equity.1,10.26048285,10.74259961,9.671765456,10.25910018,10.69135294,11.34411184,11.10133053,11.43700878,11.84220114,7.888204855,10.70577147,12.546179,EBITDA_TO_REVENUE,LOW UN Equity
LOW UN Equity.2,36.88495575,37.73234201,36.71713696,37.55180108,37.76204737,36.90364827,42.38515501,40.53066718,37.20167608,31.82086034,23.86626356,24.60266184,EFF_TAX_RATE,LOW UN Equity
LOW UN Equity.3,1733000000,1684000000,1579000000,1623000000,1562000000,1586000000,1587000000,1590000000,1540000000,1607000000,1410000000,1594000000,CF_DEPR_AMORT,LOW UN Equity
LOW UN Equity.4,747000000,471000000,-667000000,-105000000,-656000000,-917000000,-434000000,-43000000,650000000,-945000000,405000000,3460000000,CHNG_WORK_CAP,LOW UN Equity
LOW UN Equity.5,3.809826345,2.722523814,3.642845762,2.39702302,1.759739409,1.565195738,2.026272133,1.794915176,1.636572961,1.646356,2.056883074,1.998950858,CAP_EXPEND_TO_SALES,LOW UN Equity
LOW UN Equity.6,-1781000000,-1304000000,-1777000000,-1081000000,-865000000,-828000000,-1140000000,-1130000000,-1078000000,-1098000000,-1321000000,-1701000000,NET_CAP_EXP,LOW UN Equity
IEX UN Equity,1513073000,1838451000,1954258000,2024130000,2147767000,2020668000,2113043000,2287312000,2483666000,2494573000,2351646000,2764800000,SALES_REV_TURN,IEX UN Equity
IEX UN Equity.1,20.30463831,20.50867823,10.56820543,23.45931338,23.6585719,25.23215095,23.62890864,25.65334331,26.03538479,27.21744363,26.94533956,27.90436921,EBITDA_TO_REVENUE,IEX UN Equity
IEX UN Equity.2,32.24768624,29.21852922,56.34773328,27.72754433,28.80797065,27.91879596,26.43143235,25.9220292,22.37800578,20.15038384,19.6798061,22.5077613,EFF_TAX_RATE,IEX UN Equity
IEX UN Equity.3,58108000,72386000,78312000,79334000,76907000,78120000,86892000,84216000,77544000,76876000,83495000,103000000,CF_DEPR_AMORT,IEX UN Equity
IEX UN Equity.4,77060000,191793000,59555000,95906000,-22521000,-110736000,-39524000,129505000,84803000,175697000,354605000,-60173000,CHNG_WORK_CAP,IEX UN Equity
IEX UN Equity.5,2.097717691,1.913295486,1.832255516,1.558002697,2.234739616,2.166412295,1.809806994,1.917447204,2.419367177,2.040910408,2.186766205,2.629484954,CAP_EXPEND_TO_SALES,IEX UN Equity
IEX UN Equity.6,-31020000,-22524000,-35807000,-30969000,-46537000,-42882000,-38193000,-37847000,-59726000,-49950000,-49138000,-72700000,NET_CAP_EXP,IEX UN Equity
MMC UN Equity,10550000000,11526000000,11924000000,12261000000,12951000000,12893000000,13211000000,14024000000,14950000000,16652000000,17224000000,19820000000,SALES_REV_TURN,MMC UN Equity
MMC UN Equity.1,12.28436019,17.09179247,18.26568266,19.8597178,20.76287545,22.04296905,21.71675119,22.36166572,21.77257525,22.08143166,24.29168602,27.31079717,EBITDA_TO_REVENUE,MMC UN Equity
MMC UN Equity.2,26.52795839,30.05698006,29.00943396,30.1064369,28.48808945,29.08539228,27.62096774,42.86795308,25.57932264,27.30627306,26.74543502,24.57224335,EFF_TAX_RATE,MMC UN Equity
MMC UN Equity.3,357000000,332000000,349000000,358000000,388000000,423000000,438000000,481000000,494000000,647000000,741000000,747000000,CF_DEPR_AMORT,MMC UN Equity
MMC UN Equity.4,955000000,-262000000,490000000,92000000,-635000000,-520000000,-534000000,498000000,-290000000,-621000000,1210000000,11000000,CHNG_WORK_CAP,MMC UN Equity
MMC UN Equity.5,2.568720379,2.4292903,2.6836632,3.270532583,2.841479422,2.520747693,1.915070774,2.153451226,2.100334448,2.528224838,2.0204366,2.048435923,CAP_EXPEND_TO_SALES,MMC UN Equity
MMC UN Equity.6,-265000000,-277000000,-314000000,-396000000,-365000000,-323000000,-249000000,-294000000,-311000000,-411000000,-342000000,-406000000,NET_CAP_EXP,MMC UN Equity
MAS UN Equity,7486000000,7467000000,7495000000,6761000000,7006000000,7142000000,7361000000,6014000000,6654000000,6707000000,7188000000,8375000000,SALES_REV_TURN,MAS UN Equity
MAS UN Equity.1,-2.457921453,-0.428552297,6.884589726,11.80298772,12.67485013,14.65975917,16.58742019,19.22181576,18.53020739,19.32309527,20.52031163,19.15223881,EBITDA_TO_REVENUE,MAS UN Equity
MAS UN Equity.3,279000000,263000000,214000000,186000000,167000000,133000000,134000000,127000000,156000000,159000000,133000000,151000000,CF_DEPR_AMORT,MAS UN Equity
MAS UN Equity.4,307000000,-911000000,289000000,427000000,-373000000,-484000000,549000000,113000000,-505000000,81000000,392000000,-72000000,CHNG_WORK_CAP,MAS UN Equity
MAS UN Equity.5,1.830082821,2.02223115,1.58772515,1.863629641,1.827005424,2.212265472,2.445319929,2.876621217,3.291253381,2.415386909,1.585976628,1.528358209,CAP_EXPEND_TO_SALES,MAS UN Equity
MAS UN Equity.6,-119000000,-127000000,-52000000,-99000000,-112000000,-140000000,-180000000,-149000000,-205000000,-128000000,-113000000,-128000000,NET_CAP_EXP,MAS UN Equity
SPGI UN Equity,3639000000,3954000000,4270000000,4702000000,5051000000,5313000000,5661000000,6063000000,6258000000,6699000000,7442000000,8297000000,SALES_REV_TURN,SPGI UN Equity
SPGI UN Equity.1,31.16240725,30.42488619,30.70257611,31.79498086,4.890120768,39.03632599,62.21515633,45.57149926,47.87472036,53.27660845,53.22493953,54.48957455,EBITDA_TO_REVENUE,SPGI UN Equity
SPGI UN Equity.2,36.47932131,37.4,35.62901745,32.71747498,453.7037037,30.13774105,30.11292346,33.44169037,20.88772846,21.39931741,21.49938042,21.63784822,EFF_TAX_RATE,SPGI UN Equity
SPGI UN Equity.3,108000000,126000000,141000000,137000000,134000000,157000000,181000000,180000000,206000000,204000000,206000000,178000000,CF_DEPR_AMORT,SPGI UN Equity
SPGI UN Equity.4,209558000,249000000,-711000000,337000000,-527000000,346000000,672000000,50000000,-153000000,662000000,782000000,2594000000,CHNG_WORK_CAP,SPGI UN Equity
SPGI UN Equity.5,2.363286617,2.326757714,2.24824356,2.48830285,1.821421501,2.616224355,2.031443208,2.028698664,1.805688718,1.71667413,1.021230852,0.421839219,CAP_EXPEND_TO_SALES,SPGI UN Equity
SPGI UN Equity.6,-61000000,-71000000,-96000000,-66000000,-9000000,-125000000,1383000000,-121000000,-107000000,-30000000,-58000000,-19000000,NET_CAP_EXP,SPGI UN Equity
MDT UN Equity,15392000000,15933000000,16184000000,16590000000,17005000000,20261000000,28833000000,29710000000,29953000000,30557000000,28913000000,30117000000,SALES_REV_TURN,MDT UN Equity
MDT UN Equity.1,33.21205821,33.03834808,33.92857143,31.47076552,28.48573949,25.03331524,28.37373842,27.93672164,30.99522585,29.21425533,26.55207,24.57748116,EBITDA_TO_REVENUE,MDT UN Equity
MDT UN Equity.3,772000000,804000000,833000000,819000000,850000000,1306000000,2820000000,2917000000,2644000000,2659000000,2663000000,2702000000,CF_DEPR_AMORT,MDT UN Equity
MDT UN Equity.4,413000000,-294000000,5985000000,3493000000,1749000000,6020000000,-5236000000,-5826000000,2287000000,599000000,-1830000000,2374000000,CHNG_WORK_CAP,MDT UN Equity
MDT UN Equity.5,3.722713098,3.144417247,2.990608008,2.754671489,2.328726845,2.8182222,3.627787604,4.220801077,3.565586085,3.711097294,4.195344655,4.499120098,CAP_EXPEND_TO_SALES,MDT UN Equity
MDT UN Equity.6,-573000000,-501000000,-484000000,-457000000,-396000000,-571000000,-1046000000,-1254000000,-1068000000,-1134000000,-1213000000,-1355000000,NET_CAP_EXP,MDT UN Equity
VTRS UW Equity,5450522000,6129825000,6796100000,6909100000,7719600000,9429300000,11076900000,11907700000,11433900000,11500500000,11946000000,17886300000,SALES_REV_TURN,VTRS UW Equity
VTRS UW Equity.1,20.99564042,24.73377299,24.36691632,23.90325802,24.86139178,26.43886609,20.08323628,27.23363874,26.37332844,24.54154167,17.46191194,25.55084059,EBITDA_TO_REVENUE,VTRS UW Equity
VTRS UW Equity.3,422788000,510688000,546600000,516000000,566600000,1032100000,1523000000,1805800000,2109900000,2019300000,2216100000,4506500000,CF_DEPR_AMORT,VTRS UW Equity
VTRS UW Equity.4,182592000,-744143000,703526000,-202014000,-370000000,1213300000,131300000,-1653800000,951900000,-591700000,1116400000,-1286100000,CHNG_WORK_CAP,VTRS UW Equity
VTRS UW Equity.5,3.537129104,4.565350561,4.492282338,4.842888365,4.213948909,3.848641999,3.524451787,2.316988167,2.20484699,1.853832442,2.034153692,2.556146324,CAP_EXPEND_TO_SALES,VTRS UW Equity
VTRS UW Equity.6,-192792000,-279848000,-289000000,-309300000,-325300000,-362900000,-390400000,-275900000,-252100000,-213200000,-240900000,-438900000,NET_CAP_EXP,VTRS UW Equity
CVS UN Equity,95778000000,107100000000,123120000000,126761000000,139367000000,153290000000,177546000000,184786000000,194579000000,256776000000,268706000000,292111000000,SALES_REV_TURN,CVS UN Equity
CVS UN Equity.1,7.941280879,7.374416433,7.279889539,7.815495302,7.69909663,7.545828169,7.243756548,6.503198294,3.463374773,7.410349877,7.802951925,6.942224018,EBITDA_TO_REVENUE,CVS UN Equity
CVS UN Equity.2,38.90376718,39.29690219,38.63600317,38.89479277,39.5024746,39.29897864,38.40453861,19.79922593,142.3897582,26.29765477,26.29477994,24.20345489,EFF_TAX_RATE,CVS UN Equity
CVS UN Equity.3,1469000000,1568000000,1753000000,1870000000,1931000000,2092000000,2475000000,2479000000,2718000000,4371000000,4441000000,4512000000,CF_DEPR_AMORT,CVS UN Equity
CVS UN Equity.4,1399000000,2000000,-627000000,3889000000,-2944000000,-967000000,-1197000000,-4211000000,653000000,-4235000000,-2647000000,-2151000000,CHNG_WORK_CAP,CVS UN Equity
